Intel 80386 Opcode*;;Custom Opcode;;;;HEX;Instruction;;Operand 1;;Operand Type;;Operand 2;;Operand Type;;Notes;;;;;;;;
;;0000;0111;0000;0001;0701;INC;;AX;;;;N/A;;N/A;;;;;;;;;;
0100;0001;0000;0111;0000;0010;0702;INC;;ECX;;;;N/A;;N/A;;;;;;;;;;
;;0000;0111;0000;0011;0703;INC;;CX;;;;N/A;;N/A;;;;;;;;;;
0100;0010;0000;0111;0000;0100;0704;INC;;EDX;;;;N/A;;N/A;;;;;;;;;;
;;0000;0111;0000;0101;0705;INC;;DX;;;;N/A;;N/A;;;;;;;;;;
0100;0011;0000;0111;0000;0110;0706;INC;;EBX;;;;N/A;;N/A;;;;;;;;;;
;;0000;0111;0000;0111;0707;INC;;BX;;;;N/A;;N/A;;;;;;;;;;
0100;0100;0000;0111;0000;1000;0708;INC;;ESP;;;;N/A;;N/A;;;;;;;;;;
;;0000;0111;0000;1001;0709;INC;;SP;;;;N/A;;N/A;;;;;;;;;;
0100;0101;0000;0111;0000;1010;070A;INC;;EBP;;;;N/A;;N/A;;;;;;;;;;
;;0000;0111;0000;1011;070B;INC;;BP;;;;N/A;;N/A;;;;;;;;;;
0100;0110;0000;0111;0000;1100;070C;INC;;ESI;;;;N/A;;N/A;;;;;;;;;;
;;0000;0111;0000;1101;070D;INC;;SI;;;;N/A;;N/A;;;;;;;;;;
0100;0111;0000;0111;0000;1110;070E;INC;;EDI;;;;N/A;;N/A;;;;;;;;;;
;;0000;0111;0000;1111;070F;INC;;DI;;;;N/A;;N/A;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
FE;Grp4;0000;0111;0001;0000;0710;INC;;register;;byte;;;;;;Increment mod r/m byte by 1;;;;;;;;
;;0000;0111;0001;0001;0711;INC;;displacement;;byte;;;;;;;;;;;;;;
;;0000;0111;0001;0010;0712;INC;;base reg;;byte;;;;;;;;;;;;;;
;;0000;0111;0001;0011;0713;INC;;base + displacement;;byte;;;;;;;;;;;;;;
;;0000;0111;0001;0100;0714;INC;;(Index*Scale)+Disp;;byte;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
FF;Grp5;0000;0111;0010;0000;0720;INC;;register;;word;;;;;;Increment mod r/m word by 1;;;;;;;;
;;0000;0111;0010;0001;0721;INC;;displacement;;word;;;;;;;;;;;;;;
;;0000;0111;0010;0010;0722;INC;;base reg;;word;;;;;;;;;;;;;;
;;0000;0111;0010;0011;0723;INC;;base + displacement;;word;;;;;;;;;;;;;;
;;0000;0111;0010;0100;0724;INC;;(Index*Scale)+Disp;;word;;;;;;;;;;;;;;
;;0000;0111;0010;1000;0728;INC;;register;;double word;;;;;;Increment mod r/m double word by 1;;;;;;;;
;;0000;0111;0010;1001;0729;INC;;displacement;;double word;;;;;;;;;;;;;;
;;0000;0111;0010;1010;072A;INC;;base reg;;double word;;;;;;;;;;;;;;
;;0000;0111;0010;1011;072B;INC;;base + displacement;;double word;;;;;;;;;;;;;;
;;0000;0111;0010;1100;072C;INC;;(Index*Scale)+Disp;;double word;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
0100;1000;0000;1000;0000;0000;0800;DEC;;EAX;;;;N/A;;N/A;;Decrement general reg by 1;;;;;;;;
;;0000;1000;0000;0001;0801;DEC;;AX;;;;N/A;;N/A;;;;;;;;;;
0100;1001;0000;1000;0000;0010;0802;DEC;;ECX;;;;N/A;;N/A;;;;;;;;;;
;;0000;1000;0000;0011;0803;DEC;;CX;;;;N/A;;N/A;;;;;;;;;;
0100;1010;0000;1000;0000;0100;0804;DEC;;EDX;;;;N/A;;N/A;;;;;;;;;;
;;0000;1000;0000;0101;0805;DEC;;DX;;;;N/A;;N/A;;;;;;;;;;
0100;1011;0000;1000;0000;0110;0806;DEC;;EBX;;;;N/A;;N/A;;;;;;;;;;
;;0000;1000;0000;0111;0807;DEC;;BX;;;;N/A;;N/A;;;;;;;;;;
0100;1100;0000;1000;0000;1000;0808;DEC;;ESP;;;;N/A;;N/A;;;;;;;;;;
;;0000;1000;0000;1001;0809;DEC;;SP;;;;N/A;;N/A;;;;;;;;;;
0100;1101;0000;1000;0000;1010;080A;DEC;;EBP;;;;N/A;;N/A;;;;;;;;;;
;;0000;1000;0000;1011;080B;DEC;;BP;;;;N/A;;N/A;;;;;;;;;;
0100;1110;0000;1000;0000;1100;080C;DEC;;ESI;;;;N/A;;N/A;;;;;;;;;;
;;0000;1000;0000;1101;080D;DEC;;SI;;;;N/A;;N/A;;;;;;;;;;
0100;1111;0000;1000;0000;1110;080E;DEC;;EDI;;;;N/A;;N/A;;;;;;;;;;
;;0000;1000;0000;1111;080F;DEC;;DI;;;;N/A;;N/A;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
FE;Grp4;0000;1000;0001;0000;0810;DEC;;register;;byte;;;;;;Decrement mod r/m byte by 1;;;;;;;;
;;0000;1000;0001;0001;0811;DEC;;displacement;;byte;;;;;;;;;;;;;;
;;0000;1000;0001;0010;0812;DEC;;base reg;;byte;;;;;;;;;;;;;;
;;0000;1000;0001;0011;0813;DEC;;base + displacement;;byte;;;;;;;;;;;;;;
;;0000;1000;0001;0100;0814;DEC;;(Index*Scale)+Disp;;byte;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
FF;Grp5;0000;1000;0010;0000;0820;DEC;;register;;word;;;;;;Decrement mod r/m word by 1;;;;;;;;
;;0000;1000;0010;0001;0821;DEC;;displacement;;word;;;;;;;;;;;;;;
;;0000;1000;0010;0010;0822;DEC;;base reg;;word;;;;;;;;;;;;;;
;;0000;1000;0010;0011;0823;DEC;;base + displacement;;word;;;;;;;;;;;;;;
;;0000;1000;0010;0100;0824;DEC;;(Index*Scale)+Disp;;word;;;;;;;;;;;;;;
;;0000;1000;0010;1000;0828;DEC;;register;;double word;;;;;;Decrement mod r/m double word by 1;;;;;;;;
;;0000;1000;0010;1001;0829;DEC;;displacement;;double word;;;;;;;;;;;;;;
;;0000;1000;0010;1010;082A;DEC;;base reg;;double word;;;;;;;;;;;;;;
;;0000;1000;0010;1011;082B;DEC;;base + displacement;;double word;;;;;;;;;;;;;;
;;0000;1000;0010;1100;082C;DEC;;(Index*Scale)+Disp;;double word;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
****;;;;;;;;;;;;;;;;;OPERAND 3;;Operand Type;;;;;;
0110;1001;0000;1001;0000;0000;0900;IMUL;;general register;;word;;register;;word;;Immediate;;word;;word reg <- word reg*immediate word;;;;
;;0000;1001;0000;0001;0901;IMUL;;general register;;;;displacement;;word;;Immediate;;word;;;;;;
;;0000;1001;0000;0010;0902;IMUL;;general register;;;;base reg;;word;;Immediate;;word;;;;;;
;;0000;1001;0000;0011;0903;IMUL;;general register;;;;base + displacement;;word;;Immediate;;word;;;;;;
;;0000;1001;0000;0100;0904;IMUL;;general register;;;;(Index*Scale)+Disp;;word;;Immediate;;word;;;;;;
;;0000;1001;0000;1000;0908;IMUL;;general register;;double word;;register;;double word;;Immediate;;double word;;;;;;
;;0000;1001;0000;1001;0909;IMUL;;general register;;;;displacement;;double word;;Immediate;;double word;;;;;;
;;0000;1001;0000;1010;090A;IMUL;;general register;;;;base reg;;double word;;Immediate;;double word;;;;;;
;;0000;1001;0000;1011;090B;IMUL;;general register;;;;base + displacement;;double word;;Immediate;;double word;;;;;;
;;0000;1001;0000;1100;090C;IMUL;;general register;;;;(Index*Scale)+Disp;;double word;;Immediate;;double word;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
0110;1011;0000;1001;0001;0000;0910;IMUL;;general register;;byte;;register;;byte;;Immediate;;byte;;;;;;
;;0000;1001;0001;0001;0911;IMUL;;general register;;;;displacement;;byte;;Immediate;;byte;;;;;;
;;0000;1001;0001;0010;0912;IMUL;;general register;;;;base reg;;byte;;Immediate;;byte;;;;;;
;;0000;1001;0001;0011;0913;IMUL;;general register;;;;base + displacement;;byte;;Immediate;;byte;;;;;;
;;0000;1001;0001;0100;0914;IMUL;;general register;;;;(Index*Scale)+Disp;;byte;;Immediate;;byte;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
HEX: 0FAF;;0000;1001;0010;0000;0920;IMUL;;general register;;word;;register;;word;;general reg = general reg * r/m word/ dw;;;;;;;;
;;0000;1001;0010;0001;0921;IMUL;;general register;;;;displacement;;word;;;;;;;;;;
;;0000;1001;0010;0010;0922;IMUL;;general register;;;;base reg;;word;;;;;;;;;;
;;0000;1001;0010;0011;0923;IMUL;;general register;;;;base + displacement;;word;;;;;;;;;;
;;0000;1001;0010;0100;0924;IMUL;;general register;;;;(Index*Scale)+Disp;;word;;;;;;;;;;
;;0000;1001;0010;1000;0928;IMUL;;general register;;double word;;register;;double word;;;;;;;;;;
;;0000;1001;0010;1001;0929;IMUL;;general register;;;;displacement;;double word;;;;;;;;;;
;;0000;1001;0010;1010;092A;IMUL;;general register;;;;base reg;;double word;;;;;;;;;;
;;0000;1001;0010;1011;092B;IMUL;;general register;;;;base + displacement;;double word;;;;;;;;;;
;;0000;1001;0010;1100;092C;IMUL;;general register;;;;(Index*Scale)+Disp;;double word;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
F6 + Grp3: 101;;0000;1001;0011;0000;0930;IMUL;;register;;byte;;;;;;AX = AL * r/m operand;;;;;;;;
;;0000;1001;0011;0001;0931;IMUL;;displacement;;byte;;;;;;;;;;;;;;
;;0000;1001;0011;0010;0932;IMUL;;base reg;;byte;;;;;;;;;;;;;;
;;0000;1001;0011;0011;0933;IMUL;;base + displacement;;byte;;;;;;;;;;;;;;
;;0000;1001;0011;0100;0934;IMUL;;(Index*Scale)+Disp;;byte;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
F7 + Grp3 : 101;;0000;1001;0100;0000;0940;IMUL;;register;;word;;;;;;DX:AX = AX * r/m operand;;;;;;;;
;;0000;1001;0100;0001;0941;IMUL;;displacement;;word;;;;;;;;;;;;;;
;;0000;1001;0100;0010;0942;IMUL;;base reg;;word;;;;;;;;;;;;;;
;;0000;1001;0100;0011;0943;IMUL;;base + displacement;;word;;;;;;;;;;;;;;
;;0000;1001;0100;0100;0944;IMUL;;(Index*Scale)+Disp;;word;;;;;;;;;;;;;;
;;0000;1001;0100;1000;0948;IMUL;;register;;double word;;;;;;EDX:EAX = EAX * r/m dw operand;;;;;;;;
;;0000;1001;0100;1001;0949;IMUL;;displacement;;double word;;;;;;;;;;;;;;
;;0000;1001;0100;1010;094A;IMUL;;base reg;;double word;;;;;;;;;;;;;;
;;0000;1001;0100;1011;094B;IMUL;;base + displacement;;double word;;;;;;;;;;;;;;
;;0000;1001;0100;1100;094C;IMUL;;(Index*Scale)+Disp;;double word;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
F6 + Grp3: 100;;0000;1010;0000;0000;0A00;MUL;;register;;byte;;;;;;Unsigned Multiply : AX = AL* r/m byte ;;;;;;;;
;;0000;1010;0000;0001;0A01;MUL;;displacement;;byte;;;;;;;;;;;;;;
;;0000;1010;0000;0010;0A02;MUL;;base reg;;byte;;;;;;;;;;;;;;
;;0000;1010;0000;0011;0A03;MUL;;base + displacement;;byte;;;;;;;;;;;;;;
;;0000;1010;0000;0100;0A04;MUL;;(Index*Scale)+Disp;;byte;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
F7 + Grp3 : 100;;0000;1010;0001;0000;0A10;MUL;;register;;word;;;;;;Unsigned : DX:AX = AX* r/m word;;;;;;;;
;;0000;1010;0001;0001;0A11;MUL;;displacement;;word;;;;;;;;;;;;;;
;;0000;1010;0001;0010;0A12;MUL;;base reg;;word;;;;;;;;;;;;;;
;;0000;1010;0001;0011;0A13;MUL;;base + displacement;;word;;;;;;;;;;;;;;
;;0000;1010;0001;0100;0A14;MUL;;(Index*Scale)+Disp;;word;;;;;;;;;;;;;;
;;0000;1010;0001;1000;0A18;MUL;;register;;double word;;;;;;Unsigned: EDX:EAX = EAX* r/m dword;;;;;;;;
;;0000;1010;0001;1001;0A19;MUL;;displacement;;double word;;;;;;;;;;;;;;
;;0000;1010;0001;1010;0A1A;MUL;;base reg;;double word;;;;;;;;;;;;;;
;;0000;1010;0001;1011;0A1B;MUL;;base + displacement;;double word;;;;;;;;;;;;;;
;;0000;1010;0001;1100;0A1C;MUL;;(Index*Scale)+Disp;;double word;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
F6 + Grp3: 111;;0000;1011;0000;0000;0B00;IDIV;;register;;byte;;;;;;Signed Divide;;;;;;;;
;;0000;1011;0000;0001;0B01;IDIV;;displacement;;byte;;;;;;AX divided by provided operand;;;;;;;;
;;0000;1011;0000;0010;0B02;IDIV;;base reg;;byte;;;;;;Quotient in AL, Remainder in AH;;;;;;;;
;;0000;1011;0000;0011;0B03;IDIV;;base + displacement;;byte;;;;;;;;;;;;;;
;;0000;1011;0000;0100;0B04;IDIV;;(Index*Scale)+Disp;;byte;;;;;;See reference manual;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
F7 + Grp3 : 111;;0000;1011;0001;0000;0B10;IDIV;;register;;word;;;;;;DX:AX divided by word operand;;;;;;;;
;;0000;1011;0001;0001;0B11;IDIV;;displacement;;word;;;;;;Quotient in AX, Remainder in DX;;;;;;;;
;;0000;1011;0001;0010;0B12;IDIV;;base reg;;word;;;;;;;;;;;;;;
;;0000;1011;0001;0011;0B13;IDIV;;base + displacement;;word;;;;;;;;;;;;;;
;;0000;1011;0001;0100;0B14;IDIV;;(Index*Scale)+Disp;;word;;;;;;;;;;;;;;
;;0000;1011;0001;1000;0B18;IDIV;;register;;double word;;;;;;EDX:EAX divided by dword operand;;;;;;;;
;;0000;1011;0001;1001;0B19;IDIV;;displacement;;double word;;;;;;Quotient in EAX, Remainded in EDX;;;;;;;;
;;0000;1011;0001;1010;0B1A;IDIV;;base reg;;double word;;;;;;;;;;;;;;
;;0000;1011;0001;1011;0B1B;IDIV;;base + displacement;;double word;;;;;;;;;;;;;;
;;0000;1011;0001;1100;0B1C;IDIV;;(Index*Scale)+Disp;;double word;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
F6 + Grp3: 110;;0000;1100;0000;0000;0C00;DIV;;register;;byte;;;;;;Unsigned Divide;;;;;;;;
;;0000;1100;0000;0001;0C01;DIV;;displacement;;byte;;;;;;AX divided by byte operand;;;;;;;;
;;0000;1100;0000;0010;0C02;DIV;;base reg;;byte;;;;;;Quotient : AL, Remainder in AH;;;;;;;;
;;0000;1100;0000;0011;0C03;DIV;;base + displacement;;byte;;;;;;;;;;;;;;
;;0000;1100;0000;0100;0C04;DIV;;(Index*Scale)+Disp;;byte;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
F7 + Grp3 : 110;;0000;1100;0001;0000;0C10;DIV;;register;;word;;;;;;DX:AX divided by word operand;;;;;;;;
;;0000;1100;0001;0001;0C11;DIV;;displacement;;word;;;;;;Quotient in AX, Remainder in DX;;;;;;;;
;;0000;1100;0001;0010;0C12;DIV;;base reg;;word;;;;;;;;;;;;;;
;;0000;1100;0001;0011;0C13;DIV;;base + displacement;;word;;;;;;;;;;;;;;
;;0000;1100;0001;0100;0C14;DIV;;(Index*Scale)+Disp;;word;;;;;;;;;;;;;;
;;0000;1100;0001;1000;0C18;DIV;;register;;double word;;;;;;EDX:EAX divided by dword operand;;;;;;;;
;;0000;1100;0001;1001;0C19;DIV;;displacement;;double word;;;;;;Quotient in EAX, Remainded in EDX;;;;;;;;
;;0000;1100;0001;1010;0C1A;DIV;;base reg;;double word;;;;;;;;;;;;;;
;;0000;1100;0001;1011;0C1B;DIV;;base + displacement;;double word;;;;;;;;;;;;;;
;;0000;1100;0001;1100;0C1C;DIV;;(Index*Scale)+Disp;;double word;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
0010;0000;0000;1101;0000;0000;0D00;AND;;register;;byte;;general register;;;;;;;;;;;;
;;0000;1101;0000;0001;0D01;AND;;displacement;;byte;;general register;;;;;;;;;;;;
;;0000;1101;0000;0010;0D02;AND;;base reg;;byte;;general register;;;;;;;;;;;;
;;0000;1101;0000;0011;0D03;AND;;base + displacement;;byte;;general register;;;;;;;;;;;;
;;0000;1101;0000;0100;0D04;AND;;(Index*Scale)+Disp;;byte;;general register;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
0010;0001;0000;1101;0001;0000;0D10;AND;;register;;word;;general register;;;;;;;;;;;;
;;0000;1101;0001;0001;0D11;AND;;displacement;;word;;general register;;;;;;;;;;;;
;;0000;1101;0001;0010;0D12;AND;;base reg;;word;;general register;;;;;;;;;;;;
;;0000;1101;0001;0011;0D13;AND;;base + displacement;;word;;general register;;;;;;;;;;;;
;;0000;1101;0001;0100;0D14;AND;;(Index*Scale)+Disp;;word;;general register;;;;;;;;;;;;
;;0000;1101;0001;1000;0D18;AND;;register;;double word;;general register;;;;;;;;;;;;
;;0000;1101;0001;1001;0D19;AND;;displacement;;double word;;general register;;;;;;;;;;;;
;;0000;1101;0001;1010;0D1A;AND;;base reg;;double word;;general register;;;;;;;;;;;;
;;0000;1101;0001;1011;0D1B;AND;;base + displacement;;double word;;general register;;;;;;;;;;;;
;;0000;1101;0001;1100;0D1C;AND;;(Index*Scale)+Disp;;double word;;general register;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
0010;0010;0000;1101;0010;0000;0D20;AND;;general register;;;;register;;byte;;;;;;;;;;
;;0000;1101;0010;0001;0D21;AND;;general register;;;;displacement;;byte;;;;;;;;;;
;;0000;1101;0010;0010;0D22;AND;;general register;;;;base reg;;byte;;;;;;;;;;
;;0000;1101;0010;0011;0D23;AND;;general register;;;;base + displacement;;byte;;;;;;;;;;
;;0000;1101;0010;0100;0D24;AND;;general register;;;;(Index*Scale)+Disp;;byte;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
0010;0011;0000;1101;0011;0000;0D30;AND;;general register;;;;register;;word;;;;;;;;;;
;;0000;1101;0011;0001;0D31;AND;;general register;;;;displacement;;word;;;;;;;;;;
;;0000;1101;0011;0010;0D32;AND;;general register;;;;base reg;;word;;;;;;;;;;
;;0000;1101;0011;0011;0D33;AND;;general register;;;;base + displacement;;word;;;;;;;;;;
;;0000;1101;0011;0100;0D34;AND;;general register;;;;(Index*Scale)+Disp;;word;;;;;;;;;;
;;0000;1101;0011;1000;0D38;AND;;general register;;;;register;;double word;;;;;;;;;;
;;0000;1101;0011;1001;0D39;AND;;general register;;;;displacement;;double word;;;;;;;;;;
;;0000;1101;0011;1010;0D3A;AND;;general register;;;;base reg;;double word;;;;;;;;;;
;;0000;1101;0011;1011;0D3B;AND;;general register;;;;base + displacement;;double word;;;;;;;;;;
;;0000;1101;0011;1100;0D3C;AND;;general register;;;;(Index*Scale)+Disp;;double word;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
0010;0100;0000;1101;0100;0000;0D40;AND;;AL;;byte;;immediate;;byte;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
0010;0101;0000;1101;0101;0000;0D50;AND;;AX;;word;;immediate;;word;;;;;;;;;;
;;0000;1101;0101;0001;0D51;AND;;EAX;;double-word;;immediate;;double word;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
80 + Grp1 : 100;;0000;1101;0110;0000;0D60;AND;;register;;byte;;immediate;;byte;;;;;;;;;;
;;0000;1101;0110;0001;0D61;AND;;displacement;;byte;;immediate;;byte;;;;;;;;;;
;;0000;1101;0110;0010;0D62;AND;;base reg;;byte;;immediate;;byte;;;;;;;;;;
;;0000;1101;0110;0011;0D63;AND;;base + displacement;;byte;;immediate;;byte;;;;;;;;;;
;;0000;1101;0110;0100;0D64;AND;;(Index*Scale)+Disp;;byte;;immediate;;byte;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
81 + Grp1 : 100;;0000;1101;0111;0000;0D70;AND;;register;;word;;immediate;;word;;;;;;;;;;
;;0000;1101;0111;0001;0D71;AND;;displacement;;word;;immediate;;word;;;;;;;;;;
;;0000;1101;0111;0010;0D72;AND;;base reg;;word;;immediate;;word;;;;;;;;;;
;;0000;1101;0111;0011;0D73;AND;;base + displacement;;word;;immediate;;word;;;;;;;;;;
;;0000;1101;0111;0100;0D74;AND;;(Index*Scale)+Disp;;word;;immediate;;word;;;;;;;;;;
;;0000;1101;0111;1000;0D78;AND;;register;;double word;;immediate;;double word;;;;;;;;;;
;;0000;1101;0111;1001;0D79;AND;;displacement;;double word;;immediate;;double word;;;;;;;;;;
;;0000;1101;0111;1010;0D7A;AND;;base reg;;double word;;immediate;;double word;;;;;;;;;;
;;0000;1101;0111;1011;0D7B;AND;;base + displacement;;double word;;immediate;;double word;;;;;;;;;;
;;0000;1101;0111;1100;0D7C;AND;;(Index*Scale)+Disp;;double word;;immediate;;double word;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
83 + Grp1 : 100;;0000;1101;1000;0000;0D80;AND;;register;;word;;immediate;;byte;;And sign-extended immediate byte;;;;;;;;
;;0000;1101;1000;0001;0D81;AND;;displacement;;word;;immediate;;byte;;;;;;;;;;
;;0000;1101;1000;0010;0D82;AND;;base reg;;word;;immediate;;byte;;;;;;;;;;
;;0000;1101;1000;0011;0D83;AND;;base + displacement;;word;;immediate;;byte;;;;;;;;;;
;;0000;1101;1000;0100;0D84;AND;;(Index*Scale)+Disp;;word;;immediate;;byte;;;;;;;;;;
;;0000;1101;1000;1000;0D88;AND;;register;;double word;;immediate;;byte;;;;;;;;;;
;;0000;1101;1000;1001;0D89;AND;;displacement;;double word;;immediate;;byte;;;;;;;;;;
;;0000;1101;1000;1010;0D8A;AND;;base reg;;double word;;immediate;;byte;;;;;;;;;;
;;0000;1101;1000;1011;0D8B;AND;;base + displacement;;double word;;immediate;;byte;;;;;;;;;;
;;0000;1101;1000;1100;0D8C;AND;;(Index*Scale)+Disp;;double word;;immediate;;byte;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
0000;1000;0000;1110;0000;0000;0E00;OR;;register;;byte;;general register;;;;;;;;;;;;
;;0000;1110;0000;0001;0E01;OR;;displacement;;byte;;general register;;;;;;;;;;;;
;;0000;1110;0000;0010;0E02;OR;;base reg;;byte;;general register;;;;;;;;;;;;
;;0000;1110;0000;0011;0E03;OR;;base + displacement;;byte;;general register;;;;;;;;;;;;
;;0000;1110;0000;0100;0E04;OR;;(Index*Scale)+Disp;;byte;;general register;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
0000;1001;0000;1110;0001;0000;0E10;OR;;register;;word;;general register;;;;;;;;;;;;
;;0000;1110;0001;0001;0E11;OR;;displacement;;word;;general register;;;;;;;;;;;;
;;0000;1110;0001;0010;0E12;OR;;base reg;;word;;general register;;;;;;;;;;;;
;;0000;1110;0001;0011;0E13;OR;;base + displacement;;word;;general register;;;;;;;;;;;;
;;0000;1110;0001;0100;0E14;OR;;(Index*Scale)+Disp;;word;;general register;;;;;;;;;;;;
;;0000;1110;0001;1000;0E18;OR;;register;;double word;;general register;;;;;;;;;;;;
;;0000;1110;0001;1001;0E19;OR;;displacement;;double word;;general register;;;;;;;;;;;;
;;0000;1110;0001;1010;0E1A;OR;;base reg;;double word;;general register;;;;;;;;;;;;
;;0000;1110;0001;1011;0E1B;OR;;base + displacement;;double word;;general register;;;;;;;;;;;;
;;0000;1110;0001;1100;0E1C;OR;;(Index*Scale)+Disp;;double word;;general register;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
0000;1010;0000;1110;0010;0000;0E20;OR;;general register;;;;register;;byte;;;;;;;;;;
;;0000;1110;0010;0001;0E21;OR;;general register;;;;displacement;;byte;;;;;;;;;;
;;0000;1110;0010;0010;0E22;OR;;general register;;;;base reg;;byte;;;;;;;;;;
;;0000;1110;0010;0011;0E23;OR;;general register;;;;base + displacement;;byte;;;;;;;;;;
;;0000;1110;0010;0100;0E24;OR;;general register;;;;(Index*Scale)+Disp;;byte;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
0000;1011;0000;1110;0011;0000;0E30;OR;;general register;;;;register;;word;;;;;;;;;;
;;0000;1110;0011;0001;0E31;OR;;general register;;;;displacement;;word;;;;;;;;;;
;;0000;1110;0011;0010;0E32;OR;;general register;;;;base reg;;word;;;;;;;;;;
;;0000;1110;0011;0011;0E33;OR;;general register;;;;base + displacement;;word;;;;;;;;;;
;;0000;1110;0011;0100;0E34;OR;;general register;;;;(Index*Scale)+Disp;;word;;;;;;;;;;
;;0000;1110;0011;1000;0E38;OR;;general register;;;;register;;double word;;;;;;;;;;
;;0000;1110;0011;1001;0E39;OR;;general register;;;;displacement;;double word;;;;;;;;;;
;;0000;1110;0011;1010;0E3A;OR;;general register;;;;base reg;;double word;;;;;;;;;;
;;0000;1110;0011;1011;0E3B;OR;;general register;;;;base + displacement;;double word;;;;;;;;;;
;;0000;1110;0011;1100;0E3C;OR;;general register;;;;(Index*Scale)+Disp;;double word;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
0000;1100;0000;1110;0100;0000;0E40;OR;;AL;;byte;;immediate;;byte;;OR immediate with AL;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
0000;1101;0000;1110;0101;0000;0E50;OR;;AX;;word;;immediate;;word;;;;;;;;;;
;;0000;1110;0101;0001;0E51;OR;;EAX;;double-word;;immediate;;double word;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
80 + Grp1 :001;;0000;1110;0110;0000;0E60;OR;;register;;byte;;immediate;;byte;;OR immediate byte;;;;;;;;
;;0000;1110;0110;0001;0E61;OR;;displacement;;byte;;immediate;;byte;;;;;;;;;;
;;0000;1110;0110;0010;0E62;OR;;base reg;;byte;;immediate;;byte;;;;;;;;;;
;;0000;1110;0110;0011;0E63;OR;;base + displacement;;byte;;immediate;;byte;;;;;;;;;;
;;0000;1110;0110;0100;0E64;OR;;(Index*Scale)+Disp;;byte;;immediate;;byte;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
81 + Grp1 :001;;0000;1110;0111;0000;0E70;OR;;register;;word;;immediate;;word;;OR Immediate word or dword;;;;;;;;
;;0000;1110;0111;0001;0E71;OR;;displacement;;word;;immediate;;word;;;;;;;;;;
;;0000;1110;0111;0010;0E72;OR;;base reg;;word;;immediate;;word;;;;;;;;;;
;;0000;1110;0111;0011;0E73;OR;;base + displacement;;word;;immediate;;word;;;;;;;;;;
;;0000;1110;0111;0100;0E74;OR;;(Index*Scale)+Disp;;word;;immediate;;word;;;;;;;;;;
;;0000;1110;0111;1000;0E78;OR;;register;;double word;;immediate;;double word;;;;;;;;;;
;;0000;1110;0111;1001;0E79;OR;;displacement;;double word;;immediate;;double word;;;;;;;;;;
;;0000;1110;0111;1010;0E7A;OR;;base reg;;double word;;immediate;;double word;;;;;;;;;;
;;0000;1110;0111;1011;0E7B;OR;;base + displacement;;double word;;immediate;;double word;;;;;;;;;;
;;0000;1110;0111;1100;0E7C;OR;;(Index*Scale)+Disp;;double word;;immediate;;double word;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
83 + Grp1 :001;;0000;1110;1000;0000;0E80;OR;;register;;word;;immediate;;byte;;OR sign-extended immediate byte;;;;;;;;
;;0000;1110;1000;0001;0E81;OR;;displacement;;word;;immediate;;byte;;;;;;;;;;
;;0000;1110;1000;0010;0E82;OR;;base reg;;word;;immediate;;byte;;;;;;;;;;
